FIPS,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_point_diff_2016,state_abbr,county_name,,total_votes_2012,votes_dem_2012,votes_gop_2012,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
12069,62597,101888,169898,0.36843871,0.599700997,39291,-0.231262287,FL,Lake County,,150796,61790,87637,0.40975888,0.58116263,25847,-0.171403751
12071,124725,191141,325797,0.382830413,0.586687416,66416,-0.203857003,FL,Lee County,,266034,110080,154112,0.413781697,0.579294376,44032,-0.165512679
12073,91936,53777,151925,0.605140694,0.353970709,38159,0.251169985,FL,Leon County,,148335,90863,55806,0.612552668,0.376215998,35057,0.23633667
12075,5091,13758,19367,0.26286983,0.710383642,8667,-0.447513812,FL,Levy County,,18396,6118,12052,0.332572298,0.655142422,5934,-0.322570124
12077,651,2542,3295,0.197572079,0.771471927,1891,-0.573899848,FL,Liberty County,,3284,942,2301,0.286845311,0.700669915,1359,-0.413824604
12079,3526,4849,8503,0.414677173,0.570269317,1323,-0.155592144,FL,Madison County,,8712,4174,4474,0.479109275,0.513544536,300,-0.034435262
12081,71066,101681,178521,0.398082018,0.569574448,30615,-0.171492429,FL,Manatee County,,153451,66476,85616,0.433206691,0.557937061,19140,-0.12473037
12083,61958,107710,174485,0.355090695,0.617302347,45752,-0.262211651,FL,Marion County,,161368,66823,93036,0.414103168,0.576545536,26213,-0.162442368
12085,30158,53182,85741,0.35173371,0.620263351,23024,-0.268529642,FL,Martin County,,78860,30097,48180,0.381651027,0.610956125,18083,-0.229305098
12086,623006,333666,978670,0.636584344,0.340938212,289340,0.295646132,FL,Miami-Dade County,,877245,540776,332602,0.616448085,0.379143797,208174,0.237304288
12087,18949,21885,42434,0.446552293,0.515742094,2936,-0.069189801,FL,Monroe County,,39045,19392,19234,0.496657703,0.49261109,158,0.004046613
12089,10849,34221,46537,0.23312633,0.735350366,23372,-0.502224037,FL,Nassau County,,40523,10249,29926,0.252918096,0.738494188,19677,-0.485576093
12091,23711,71788,100657,0.235562355,0.713194313,48077,-0.477631958,FL,Okaloosa County,,94739,23390,70143,0.246888821,0.740381469,46753,-0.493492648
12093,3953,9342,13632,0.28997946,0.685299296,5389,-0.395319836,FL,Okeechobee County,,12321,4856,7325,0.394123854,0.594513432,2469,-0.200389579
12095,329579,195091,545800,0.603845731,0.357440454,134488,0.246405277,FL,Orange County,,467385,274227,189057,0.586726147,0.404499503,85170,0.182226644
12097,85287,50252,139981,0.609275545,0.358991577,35035,0.250283967,FL,Osceola County,,108647,67201,40581,0.618526052,0.373512384,26620,0.245013668
12099,371411,270762,657235,0.565111414,0.411971365,100649,0.153140049,FL,Palm Beach County,,600341,349418,247257,0.582032545,0.411860926,102161,0.170171619
12101,89998,141943,240814,0.373724119,0.589430017,51945,-0.215705897,FL,Pasco County,,213358,98148,112335,0.460015561,0.526509435,14187,-0.066493874
12103,233327,238746,491520,0.474704997,0.48572998,5419,-0.011024984,FL,Pinellas County,,457484,238966,213192,0.522348323,0.46600974,25774,0.056338582
12105,117182,157216,283828,0.41286272,0.553912933,40034,-0.141050214,FL,Polk County,,248658,114610,131566,0.460914187,0.529104232,16956,-0.068190044
12107,9920,21873,32652,0.303809874,0.669882396,11953,-0.366072522,FL,Putnam County,,31323,11666,19326,0.372441976,0.61699071,7660,-0.244548734
12109,43037,88633,136392,0.315539035,0.649840167,45596,-0.334301132,FL,St. Johns County,,114733,35155,78490,0.306407049,0.684110064,43335,-0.377703015
12111,66812,70248,140731,0.4747497,0.499165074,3436,-0.024415374,FL,St. Lucie County,,123026,65869,56202,0.53540715,0.456830264,9667,0.078576886
12113,18398,65126,87432,0.210426389,0.744876018,46728,-0.534449629,FL,Santa Rosa County,,76816,17757,58169,0.231162779,0.757251094,40412,-0.526088315
12115,97676,124098,228509,0.427449247,0.543077078,26422,-0.115627831,FL,Sarasota County,,207434,95089,110489,0.458406047,0.532646529,15400,-0.074240481
12117,105611,109265,224377,0.470685498,0.48697059,3654,-0.016285092,FL,Seminole County,,208605,96435,109939,0.46228518,0.527019966,13504,-0.064734786
12119,22631,52722,76649,0.295254994,0.687836762,30091,-0.392581769,FL,Sumter County,,60471,19519,40644,0.322782822,0.672123828,21125,-0.349341006
12121,3955,14281,18675,0.211780455,0.764712182,10326,-0.552931727,FL,Suwannee County,,17627,4749,12672,0.269416236,0.718897146,7923,-0.44948091
12123,2149,6923,9279,0.231598233,0.746093329,4774,-0.514495096,FL,Taylor County,,9117,2761,6249,0.302840847,0.685422836,3488,-0.38258199
12125,1014,4567,5693,0.178113473,0.802213244,3553,-0.624099772,FL,Union County,,5393,1339,3980,0.248284814,0.737993696,2641,-0.489708882
12127,108793,142763,260304,0.41794594,0.5484472,33970,-0.13050126,FL,Volusia County,,234483,114716,117473,0.489229496,0.500987278,2757,-0.011757782
12129,4348,10507,15344,0.283368092,0.684762774,6159,-0.401394682,FL,Wakulla County,,14656,5173,9288,0.352961245,0.633733624,4115,-0.28077238
12131,6861,25695,33559,0.204445901,0.765666438,18834,-0.561220537,FL,Walton County,,28480,6665,21483,0.234023876,0.75431882,14818,-0.520294944
12133,2261,8630,11144,0.202889447,0.774407753,6369,-0.571518306,FL,Washington County,,10998,2820,8037,0.256410256,0.730769231,5217,-0.474358974
13001,1434,5492,7003,0.204769385,0.784235328,4058,-0.579465943,GA,Appling County,,7079,1756,5231,0.248057635,0.738946179,3475,-0.490888544
13003,696,1873,2604,0.267281106,0.719278034,1177,-0.451996928,GA,Atkinson County,,2902,930,1938,0.320468642,0.6678153,1008,-0.347346657
13005,607,3356,4010,0.151371571,0.836907731,2749,-0.68553616,GA,Bacon County,,3929,791,3092,0.201323492,0.786968694,2301,-0.585645202
13007,650,775,1440,0.451388889,0.538194444,125,-0.086805556,GA,Baker County,,1584,790,784,0.498737374,0.494949495,6,0.003787879
13009,7965,7691,16075,0.495489891,0.47844479,274,0.017045101,GA,Baldwin County,,16214,8469,7585,0.522326385,0.4678056,884,0.054520785
13011,684,6130,6946,0.098473942,0.882522315,5446,-0.784048373,GA,Banks County,,6191,779,5353,0.125827815,0.864642223,4574,-0.738814408
13013,6580,21105,28828,0.228250312,0.732100735,14525,-0.503850423,GA,Barrow County,,25171,6019,18719,0.239124389,0.743673275,12700,-0.504548886
13015,8204,29879,39263,0.208949902,0.760996358,21675,-0.552046456,GA,Bartow County,,35738,8383,26847,0.234568247,0.751217192,18464,-0.516648945
13017,2098,3734,5923,0.354212392,0.630423772,1636,-0.276211379,GA,Ben Hill County,,5947,2508,3395,0.42172524,0.570876072,887,-0.149150832
13019,1041,5408,6563,0.158616486,0.824013409,4367,-0.665396922,GA,Berrien County,,6187,1268,4837,0.204945854,0.78180055,3569,-0.576854695
13021,34383,22589,58327,0.589486859,0.387282048,11794,0.202204811,GA,Bibb County,,64625,38538,25606,0.596332689,0.396224371,12932,0.200108317
13023,1094,3717,4934,0.221726794,0.753344143,2623,-0.531617349,GA,Bleckley County,,4903,1266,3586,0.25820926,0.731388946,2320,-0.473179686
13025,619,5561,6285,0.098488465,0.884805091,4942,-0.786316627,GA,Brantley County,,6001,939,4963,0.156473921,0.827028829,4024,-0.670554908
13027,2504,3679,6268,0.39948947,0.586949585,1175,-0.187460115,GA,Brooks County,,6671,3101,3522,0.464847849,0.527956828,421,-0.063108979
13029,4010,10513,15063,0.266215229,0.697935338,6503,-0.431720109,GA,Bryan County,,13403,3695,9537,0.275684548,0.711557114,5842,-0.435872566
13031,8812,14476,24151,0.36487102,0.59939547,5664,-0.23452445,GA,Bulloch County,,24032,9572,14159,0.398302264,0.58917277,4587,-0.190870506
13033,4730,4491,9350,0.505882353,0.480320856,239,0.025561497,GA,Burke County,,9773,5403,4298,0.552849688,0.439783076,1105,0.113066612
13035,2566,6717,9477,0.270760789,0.708768598,4151,-0.438007808,GA,Butts County,,9372,2966,6306,0.316474605,0.672855314,3340,-0.356380708
13037,1178,829,2023,0.58230351,0.409787444,349,0.172516065,GA,Calhoun County,,2187,1297,883,0.59304984,0.403749428,414,0.189300412
13039,5914,12287,18825,0.314156707,0.652695883,6373,-0.338539177,GA,Camden County,,17938,6358,11318,0.354443082,0.630951054,4960,-0.276507972
13043,1023,2661,3757,0.272291722,0.708277881,1638,-0.435986159,GA,Candler County,,3526,1155,2344,0.327566648,0.66477595,1189,-0.337209302
13045,12422,29983,43744,0.283970373,0.685419715,17561,-0.401449342,GA,Carroll County,,41445,12635,28249,0.304861865,0.681602123,15614,-0.376740258
13047,4769,20860,26510,0.179894379,0.786872878,16091,-0.606978499,GA,Catoosa County,,23639,5357,17848,0.226617031,0.755023478,12491,-0.528406447
13049,1004,2950,4008,0.250499002,0.736027944,1946,-0.485528942,GA,Charlton County,,3763,1197,2527,0.318097263,0.671538666,1330,-0.353441403
13051,58998,43649,106013,0.556516654,0.411732523,15349,0.14478413,GA,Chatham County,,108267,60077,47083,0.554896691,0.434878587,12994,0.120018103
13053,593,746,1384,0.428468208,0.539017341,153,-0.110549133,GA,Chattahoochee County,,1483,726,732,0.489548213,0.493594066,6,-0.004045853
13055,1612,6457,8246,0.195488722,0.783046325,4845,-0.587557604,GA,Chattooga County,,7791,2220,5434,0.284944166,0.697471441,3214,-0.412527275
13057,25203,80611,110825,0.227412587,0.727371983,55408,-0.499959395,GA,Cherokee County,,98041,19813,76473,0.202088922,0.780010404,56660,-0.577921482
13059,29514,12691,44221,0.667420456,0.286990344,16823,0.380430112,GA,Clarke County,,40138,25386,13804,0.632467985,0.343913498,11582,0.288554487
13061,697,566,1271,0.548387097,0.445318647,131,0.10306845,GA,Clay County,,1402,862,537,0.614835949,0.383024251,325,0.231811698
13063,75908,11740,89236,0.850643238,0.131561253,64168,0.719081985,GA,Clayton County,,96020,81439,14158,0.84814622,0.147448448,67281,0.700697771
13065,685,1724,2443,0.280392959,0.705689726,1039,-0.425296766,GA,Clinch County,,2472,852,1598,0.344660194,0.646440129,746,-0.301779935
13067,159416,152602,326424,0.488370953,0.467496263,6814,0.020874691,GA,Cobb County,,308989,132526,171464,0.428902,0.554919431,38938,-0.126017431
13069,4090,9575,13896,0.294329303,0.689047208,5485,-0.394717904,GA,Coffee County,,14434,5048,9242,0.349729805,0.640293751,4194,-0.290563946
13071,3460,9892,13592,0.254561507,0.727781048,6432,-0.473219541,GA,Colquitt County,,13319,3971,9240,0.298145506,0.693745777,5269,-0.39560027
13073,18863,43060,64190,0.293861972,0.670821,24197,-0.376959028,GA,Columbia County,,58842,16420,41724,0.279052378,0.709085347,25304,-0.43003297
13075,1752,4175,6038,0.290162305,0.691454124,2423,-0.401291818,GA,Cook County,,6027,2042,3934,0.338808694,0.652729384,1892,-0.31392069
13077,16572,42513,61315,0.270276441,0.693353992,25941,-0.42307755,GA,Coweta County,,55512,15156,39633,0.273022049,0.71395374,24477,-0.44093169
13079,1419,3632,5157,0.275159977,0.704285437,2213,-0.429125461,GA,Crawford County,,5123,1699,3366,0.331641616,0.657036892,1667,-0.325395276
13081,2835,4539,7500,0.378,0.6052,1704,-0.2272,GA,Crisp County,,7386,3160,4179,0.427836447,0.565800162,1019,-0.137963715
13083,965,5047,6238,0.154697018,0.809073421,4082,-0.654376403,GA,Dade County,,5997,1404,4458,0.234117059,0.743371686,3054,-0.509254627
13085,1444,9880,11680,0.123630137,0.845890411,8436,-0.722260274,GA,Dawson County,,10234,1241,8843,0.121262458,0.864080516,7602,-0.742818057
13087,4104,6009,10238,0.400859543,0.586931041,1905,-0.186071498,GA,Decatur County,,10465,4580,5816,0.437649307,0.555757286,1236,-0.118107979
13089,239131,47531,295871,0.808227234,0.160647715,191600,0.647579519,GA,DeKalb County,,305299,237704,64308,0.7785941,0.210639406,173396,0.567954694
13091,1836,5021,6995,0.262473195,0.717798427,3185,-0.455325232,GA,Dodge County,,7731,2440,5214,0.315612469,0.674427629,2774,-0.35881516
13093,1860,1941,3836,0.484880083,0.505995829,81,-0.021115746,GA,Dooly County,,4289,2278,1983,0.531126137,0.462345535,295,0.068780602
13095,23224,10227,33925,0.684568902,0.301459101,12997,0.383109801,GA,Dougherty County,,37822,26209,11441,0.69295648,0.302495902,14768,0.390460578
13097,30971,24803,57365,0.539893663,0.432371655,6168,0.107522008,GA,Douglas County,,55201,28410,26226,0.514664589,0.475100089,2184,0.039564501
13099,2165,2552,4782,0.45273944,0.533667921,387,-0.080928482,GA,Early County,,5349,2762,2556,0.516358198,0.477846326,206,0.038511871
13101,156,1006,1175,0.132765957,0.856170213,850,-0.723404255,GA,Echols County,,1102,173,917,0.156987296,0.832123412,744,-0.675136116
13103,4851,17865,23395,0.207351998,0.763624706,13014,-0.556272708,GA,Effingham County,,20779,4941,15591,0.237788151,0.750324847,10650,-0.512536696
13105,2507,5269,7912,0.316860465,0.665950455,2762,-0.34908999,GA,Elbert County,,8139,3179,4857,0.390588524,0.596756358,1678,-0.206167834
13107,2433,5330,7838,0.310410819,0.680020413,2897,-0.369609594,GA,Emanuel County,,8060,2919,5086,0.362158809,0.63101737,2167,-0.268858561
13109,1130,2404,3602,0.313714603,0.667406996,1274,-0.353692393,GA,Evans County,,3560,1266,2267,0.355617978,0.636797753,1001,-0.281179775
13111,1920,9622,11764,0.163209793,0.817919075,7702,-0.654709283,GA,Fannin County,,10007,2027,7853,0.202558209,0.784750675,5826,-0.582192465
13113,23255,35034,60387,0.385099442,0.580157981,11779,-0.195058539,GA,Fayette County,,58473,19703,38046,0.336958938,0.650659279,18343,-0.31370034
13115,9127,24045,34250,0.266481752,0.702043796,14918,-0.435562044,GA,Floyd County,,32685,9595,22636,0.293559737,0.692550099,13041,-0.398990363
13117,23427,69801,97314,0.240736174,0.717276034,46374,-0.476539861,GA,Forsyth County,,81598,14544,65853,0.178239663,0.807041839,51309,-0.628802177
13119,1243,7054,8474,0.146683975,0.832428605,5811,-0.685744631,GA,Franklin County,,7757,1499,6112,0.193244811,0.787933479,4613,-0.594688668
13121,281875,110372,407173,0.692273309,0.271069054,171503,0.421204255,GA,Fulton County,,386845,248479,133837,0.64232186,0.345970608,114642,0.296351252
13123,1955,10465,12713,0.153779596,0.82317313,8510,-0.669393534,GA,Gilmer County,,11008,1955,8920,0.17759811,0.810319767,6965,-0.632721657
13125,138,1235,1390,0.099280576,0.888489209,1097,-0.789208633,GA,Glascock County,,1333,176,1135,0.132033008,0.851462866,959,-0.719429857
13127,11738,21482,34041,0.344819482,0.631062542,9744,-0.28624306,GA,Glynn County,,33054,11922,20853,0.36068252,0.630876747,8931,-0.270194228
13129,3176,15171,18850,0.168488064,0.804827586,11995,-0.636339523,GA,Gordon County,,16857,3436,13174,0.203832236,0.781515098,9738,-0.577682862
13131,3005,6047,9187,0.327092631,0.658212692,3042,-0.331120061,GA,Grady County,,9391,3419,5922,0.364071984,0.63060377,2503,-0.266531786
13133,3194,5488,8831,0.361680444,0.621447175,2294,-0.259766731,GA,Greene County,,8313,3195,5067,0.384337784,0.609527246,1872,-0.225189462
13135,165063,146463,323931,0.509562222,0.452142586,18600,0.057419636,GA,Gwinnett County,,295560,131879,159563,0.446200433,0.539866694,27684,-0.093666261
13137,2483,13184,16128,0.153955853,0.817460317,10701,-0.663504464,GA,Habersham County,,14600,2297,12148,0.157328767,0.832054795,9851,-0.674726027
13139,16153,51681,70133,0.230319536,0.73689989,35528,-0.506580354,GA,Hall County,,59241,12489,45918,0.210816833,0.775105079,33429,-0.564288246
13141,2695,841,3572,0.754479283,0.235442329,1854,0.519036954,GA,Hancock County,,4076,3301,764,0.80986261,0.187438665,2537,0.622423945
13143,1474,9579,11317,0.130246532,0.846425731,8105,-0.716179199,GA,Haralson County,,10362,1787,8439,0.172457055,0.814418066,6652,-0.641961011
13145,4082,11931,16392,0.249023914,0.727855051,7849,-0.478831137,GA,Harris County,,15479,4141,11193,0.267523742,0.723108728,7052,-0.455584986
13147,2583,7285,10077,0.256326288,0.722933413,4702,-0.466607125,GA,Hart County,,9501,2869,6516,0.301968214,0.685822545,3647,-0.383854331
13149,743,3370,4206,0.176652401,0.801236329,2627,-0.624583928,GA,Heard County,,4162,947,3155,0.227534839,0.758049015,2208,-0.530514176
13151,49902,45641,98037,0.509011904,0.465548721,4261,0.043463182,GA,Henry County,,90469,43374,46299,0.479434945,0.511766461,2925,-0.032331517
13153,22460,35351,59559,0.377105055,0.593545896,12891,-0.21644084,GA,Houston County,,57912,22643,34631,0.390989778,0.597993507,11988,-0.20700373
13155,890,2711,3659,0.243235857,0.740912818,1821,-0.497676961,GA,Irwin County,,3683,1134,2519,0.307901168,0.683953299,1385,-0.376052131
13157,4469,21754,27057,0.165169827,0.804006357,17285,-0.63883653,GA,Jackson County,,23670,4236,19122,0.17896071,0.807858048,14886,-0.628897338
13159,1544,4353,6016,0.256648936,0.723570479,2809,-0.466921543,GA,Jasper County,,6010,1839,4121,0.305990017,0.685690516,2282,-0.379700499
13161,901,4102,5089,0.177048536,0.80605227,3201,-0.629003734,GA,Jeff Davis County,,5330,1271,3994,0.238461538,0.74934334,2723,-0.510881801
13163,3809,3057,6934,0.549322181,0.44087107,752,0.10845111,GA,Jefferson County,,7268,4238,2992,0.583104018,0.411667584,1246,0.171436434
13165,1108,1892,3034,0.365194463,0.623599209,784,-0.258404746,GA,Jenkins County,,3386,1487,1884,0.439161252,0.556408742,397,-0.11724749
13167,1136,2519,3682,0.308527974,0.684139055,1383,-0.375611081,GA,Johnson County,,3772,1305,2440,0.345970308,0.646871686,1135,-0.300901379
13169,3960,8304,12524,0.31619291,0.66304695,4344,-0.34685404,GA,Jones County,,12099,4272,7740,0.353087032,0.639722291,3468,-0.286635259
13171,2267,5183,7575,0.299273927,0.684224422,2916,-0.384950495,GA,Lamar County,,7589,2602,4896,0.342864673,0.645144288,2294,-0.302279615
13173,805,1984,2861,0.28137015,0.693463824,1179,-0.412093674,GA,Lanier County,,2958,1108,1812,0.374577417,0.612576065,704,-0.237998648
13175,6737,12401,19448,0.346410942,0.637649116,5664,-0.291238174,GA,Laurens County,,19591,7508,11947,0.383237201,0.609820836,4439,-0.226583635
13177,3166,10641,14106,0.224443499,0.754359847,7475,-0.529916348,GA,Lee County,,13607,3187,10310,0.234217682,0.757698244,7123,-0.523480561
13179,9531,6125,16082,0.592650168,0.380860589,3406,0.211789578,GA,Liberty County,,16132,10427,5558,0.646355071,0.344532606,4869,0.301822465
13181,1271,2759,4100,0.31,0.672926829,1488,-0.362926829,GA,Lincoln County,,4425,1586,2806,0.358418079,0.634124294,1220,-0.275706215
13183,1356,2623,4109,0.330007301,0.638354831,1267,-0.30834753,GA,Long County,,3786,1434,2300,0.378763867,0.607501321,866,-0.228737454
13185,14614,21308,36813,0.396979328,0.578817266,6694,-0.181837938,GA,Lowndes County,,38610,17118,21176,0.443356643,0.548458948,4058,-0.105102305
13187,2216,9613,12324,0.179811749,0.78002272,7397,-0.60021097,GA,Lumpkin County,,10878,2049,8633,0.188361831,0.793620151,6584,-0.60525832
13189,3699,5432,9268,0.399115235,0.586102719,1733,-0.186987484,GA,McDuffie County,,9585,4041,5475,0.421596244,0.571205008,1434,-0.149608764
13191,2298,3482,5893,0.389954183,0.590870524,1184,-0.200916341,GA,McIntosh County,,6333,2860,3405,0.451602716,0.537659877,545,-0.086057161
13193,2705,1540,4287,0.630977373,0.359225566,1165,0.271751808,GA,Macon County,,4781,3211,1545,0.671616817,0.323154152,1666,0.348462665
13195,2423,9195,11945,0.202846379,0.76977815,6772,-0.566931771,GA,Madison County,,11079,2486,8441,0.224388483,0.761891867,5955,-0.537503385
13197,1213,1921,3183,0.381087025,0.603518693,708,-0.222431668,GA,Marion County,,3167,1411,1731,0.445532049,0.546574045,320,-0.101041996
13199,3800,5216,9181,0.413898268,0.568129833,1416,-0.154231565,GA,Meriwether County,,9259,4328,4855,0.467437088,0.524354682,527,-0.056917594
13201,622,1888,2540,0.24488189,0.743307087,1266,-0.498425197,GA,Miller County,,2770,848,1904,0.306137184,0.687364621,1056,-0.381227437
13205,3492,4272,7857,0.444444444,0.543718977,780,-0.099274532,GA,Mitchell County,,8273,4081,4153,0.49329143,0.50199444,72,-0.00870301
13207,3570,8821,12675,0.281656805,0.695936884,5251,-0.414280079,GA,Monroe County,,12259,3779,8352,0.308263317,0.681295375,4573,-0.373032058
13209,847,2668,3560,0.237921348,0.749438202,1821,-0.511516854,GA,Montgomery County,,3831,1135,2662,0.296267293,0.694857739,1527,-0.398590446
13211,2658,6559,9435,0.281717011,0.69517753,3901,-0.413460519,GA,Morgan County,,9016,2751,6178,0.305124224,0.685226264,3427,-0.380102041
13213,1799,10340,12422,0.1448237,0.832394139,8541,-0.68757044,GA,Murray County,,11209,2542,8439,0.22678205,0.752877152,5897,-0.526095102
13215,39602,26901,68320,0.579654567,0.39375,12701,0.185904567,GA,Muscogee County,,70410,42458,27469,0.603010936,0.390129243,14989,0.212881693
13217,21936,20907,43787,0.500970608,0.477470482,1029,0.023500126,GA,Newton County,,43216,21844,20979,0.50546094,0.485445205,865,0.020015735
13219,5253,12885,19030,0.276037835,0.677088807,7632,-0.401050972,GA,Oconee County,,16643,4140,12222,0.24875323,0.734362795,8082,-0.485609566
13221,1829,4622,6650,0.275037594,0.695037594,2793,-0.42,GA,Oglethorpe County,,6258,1913,4250,0.305688718,0.679130713,2337,-0.373441994
13223,18004,44646,64601,0.278695376,0.691103853,26642,-0.412408477,GA,Paulding County,,57254,15779,40771,0.275596465,0.712107451,24992,-0.436510986
13225,5083,5405,10699,0.47509113,0.505187401,322,-0.030096271,GA,Peach County,,11499,6141,5280,0.534046439,0.459170363,861,0.074876076
13227,1977,11651,13982,0.141396081,0.833285653,9674,-0.691889572,GA,Pickens County,,12673,1975,10547,0.155843131,0.832241774,8572,-0.676398643
13229,903,6301,7297,0.123749486,0.86350555,5398,-0.739756064,GA,Pierce County,,6845,1124,5666,0.164207451,0.827757487,4542,-0.663550037
13231,1239,7273,8675,0.142824207,0.838386167,6034,-0.69556196,GA,Pike County,,8099,1355,6660,0.167304606,0.822323744,5305,-0.655019138
13233,2863,11006,14158,0.202217827,0.777369685,8143,-0.575151858,GA,Polk County,,13580,3608,9798,0.265684831,0.721502209,6190,-0.455817378
13235,1104,2436,3598,0.306837132,0.677042802,1332,-0.37020567,GA,Pulaski County,,3681,1219,2444,0.331160011,0.663950014,1225,-0.332790003
13237,2745,6516,9431,0.291061393,0.690912947,3771,-0.399851553,GA,Putnam County,,9205,2917,6210,0.316892993,0.674633351,3293,-0.357740359
13239,461,575,1044,0.441570881,0.550766284,114,-0.109195402,GA,Quitman County,,1128,612,510,0.542553191,0.45212766,102,0.090425532
13241,1443,6287,7949,0.181532268,0.790917096,4844,-0.609384828,GA,Rabun County,,7438,1558,5753,0.20946491,0.773460608,4195,-0.563995698
13243,1597,1270,2895,0.55164076,0.438687392,327,0.112953368,GA,Randolph County,,3015,1749,1249,0.580099502,0.414262023,500,0.165837479
13245,48707,24441,74952,0.649842566,0.326088697,24266,0.323753869,GA,Richmond County,,78865,52461,25821,0.665200025,0.327407595,26640,0.33779243
13247,23206,13463,37589,0.617361462,0.358163292,9743,0.25919817,GA,Rockdale County,,37879,21878,15671,0.577575966,0.413712083,6207,0.163863882
13249,401,1472,1909,0.210057622,0.771084337,1071,-0.561026716,GA,Schley County,,1748,448,1286,0.256292906,0.735697941,838,-0.479405034
13251,2300,3305,5699,0.403579575,0.579926303,1005,-0.176346727,GA,Screven County,,6093,2769,3285,0.454455933,0.539143279,516,-0.084687346
13253,1186,2343,3577,0.331562762,0.655018172,1157,-0.32345541,GA,Seminole County,,3765,1475,2244,0.391766268,0.596015936,769,-0.204249668
13255,9347,15636,25940,0.360331534,0.602775636,6289,-0.242444102,GA,Spalding County,,25057,9884,14901,0.39446063,0.59468412,5017,-0.20022349
13257,1835,7682,9760,0.188012295,0.787090164,5847,-0.599077869,GA,Stephens County,,9467,2123,7207,0.224252667,0.761276011,5084,-0.537023344
13259,1220,805,2053,0.594252314,0.392109109,415,0.202143205,GA,Stewart County,,2055,1307,740,0.636009732,0.360097324,567,0.275912409
13261,5520,5275,10973,0.503052948,0.480725417,245,0.022327531,GA,Sumter County,,11820,6370,5372,0.53891709,0.454483926,998,0.084433164
13263,2001,1196,3243,0.617021277,0.368794326,805,0.24822695,GA,Talbot County,,3490,2264,1202,0.648710602,0.344412607,1062,0.304297994
13265,545,349,897,0.607580825,0.389074693,196,0.218506132,GA,Taliaferro County,,961,636,321,0.661810614,0.334027055,315,0.327783559
13267,1678,5092,6879,0.243930804,0.74022387,3414,-0.496293066,GA,Tattnall County,,6658,1894,4702,0.284469811,0.706218084,2808,-0.421748273
13269,1295,2062,3402,0.380658436,0.606114051,767,-0.225455614,GA,Taylor County,,3537,1571,1948,0.444161719,0.550749223,377,-0.106587504
13271,1313,2449,3794,0.346072746,0.645492884,1136,-0.299420137,GA,Telfair County,,4334,1804,2479,0.416243655,0.571988925,675,-0.15574527
13273,2267,1872,4179,0.542474276,0.447954056,395,0.09452022,GA,Terrell County,,4398,2544,1834,0.578444748,0.417007731,710,0.161437017
13275,7138,11225,18730,0.38109984,0.599305926,4087,-0.218206086,GA,Thomas County,,18943,7651,11153,0.403895898,0.588766299,3502,-0.184870401
13277,3892,8680,12796,0.304157549,0.67833698,4788,-0.374179431,GA,Tift County,,13893,4640,9171,0.333981142,0.660116605,4531,-0.326135464
13279,2338,6612,9108,0.256697409,0.725955204,4274,-0.469257795,GA,Toombs County,,9333,2740,6519,0.293581914,0.698489232,3779,-0.404907318
13281,1206,5377,6726,0.179304193,0.799435028,4171,-0.620130836,GA,Towns County,,6159,1265,4834,0.205390485,0.784867673,3569,-0.579477188
13283,860,1808,2700,0.318518519,0.66962963,948,-0.351111111,GA,Treutlen County,,2738,1068,1646,0.390065741,0.601168736,578,-0.211102995
13285,9597,15643,25793,0.372077695,0.606482379,6046,-0.234404683,GA,Troup County,,25975,10545,15170,0.405967276,0.584023099,4625,-0.178055823
13287,1243,2094,3390,0.366666667,0.617699115,851,-0.251032448,GA,Turner County,,3556,1508,2027,0.424071991,0.570022497,519,-0.145950506
13289,1970,2034,4053,0.486059709,0.501850481,64,-0.015790772,GA,Twiggs County,,4199,2269,1905,0.540366754,0.453679447,364,0.086687307
13291,1962,9849,12039,0.162970346,0.818091204,7887,-0.655120857,GA,Union County,,11072,2137,8771,0.193009393,0.792178468,6634,-0.599169075
13293,3471,7288,10924,0.317740754,0.667154888,3817,-0.349414134,GA,Upson County,,11257,3955,7229,0.351336946,0.6421782,3274,-0.290841254
13295,4213,18938,23939,0.175988972,0.791094031,14725,-0.615105059,GA,Walker County,,21879,5269,16245,0.240824535,0.742492801,10976,-0.501668266
13297,8279,31093,40425,0.204799011,0.769152752,22814,-0.564353741,GA,Walton County,,37570,8139,29018,0.216635614,0.772371573,20879,-0.55573596
13299,3436,8508,12150,0.282798354,0.700246914,5072,-0.41744856,GA,Ware County,,11923,3892,7933,0.326427912,0.66535268,4041,-0.338924767
13301,1313,991,2332,0.563036021,0.424957118,322,0.138078902,GA,Warren County,,2522,1525,990,0.604678826,0.392545599,535,0.212133228
13303,4187,4138,8422,0.497150321,0.491332225,49,0.005818095,GA,Washington County,,8796,4705,4033,0.534902228,0.458503865,672,0.076398363
13305,2039,8147,10376,0.19651118,0.785177332,6108,-0.588666153,GA,Wayne County,,10258,2594,7553,0.252875804,0.736303373,4959,-0.483427569
13307,471,630,1114,0.422800718,0.565529623,159,-0.142728905,GA,Webster County,,1175,573,598,0.487659574,0.50893617,25,-0.021276596
13309,646,1421,2102,0.307326356,0.676022835,775,-0.36869648,GA,Wheeler County,,2160,772,1366,0.357407407,0.632407407,594,-0.275
